index,name,desc,size,type,subtype,alignment,armor_class,hit_points,hit_dice,hit_points_roll,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,proficiencies,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,proficiency_bonus,xp,special_abilities,actions
mastiff,Mastiff,"Mastiffs are impressive hounds prized by humanoids for their loyalty and keen senses. Mastiffs can be trained as guard dogs, hunting dogs, and war dogs. Halflings and other Small humanoids ride them as mounts.",Medium,beast,,unaligned,12,5,1d8,1d8+1,40 ft.,13,14,12,3,12,7,Skill: Perception,"","","","","{""passive_perception"" => 13}","",0.125,2,25,The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell.,Bite
medusa,Medusa,,Medium,monstrosity,,lawful evil,15,127,17d8,17d8+51,30 ft.,10,15,16,12,13,15,"Skill: Deception, Skill: Insight, Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",Common,6,3,2300,"When a creature that can see the medusa's eyes starts its turn within 30 ft. of the medusa, the medusa can force it to make a DC 14 Constitution saving throw if the medusa isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic.
Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the medusa until the start of its next turn, when it can avert its eyes again. If the creature looks at the medusa in the meantime, it must immediately make the save.
If the medusa sees itself reflected on a polished surface within 30 ft. of it and in an area of bright light, the medusa is, due to its curse, affected by its own gaze.","Multiattack, Snake Hair, Shortsword, Longbow"
merfolk,Merfolk,,Medium,humanoid,merfolk,neutral,11,11,2d8,2d8+2,10 ft.,10,13,12,11,11,12,Skill: Perception,"","","","","{""passive_perception"" => 12}","Aquan, Common",0.125,2,25,The merfolk can breathe air and water.,Spear
merrow,Merrow,,Large,monstrosity,,chaotic evil,13,45,6d10,6d10+12,10 ft.,18,10,15,8,10,9,"","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}","Abyssal, Aquan",2,2,450,The merrow can breathe air and water.,"Multiattack, Bite, Claws, Harpoon"
mimic,Mimic,,Medium,monstrosity,shapechanger,neutral,12,58,9d8,9d8+18,15 ft.,17,12,15,5,13,8,Skill: Stealth,"","",acid,"{""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 11}","",2,2,450,"The mimic can use its action to polymorph into an object or back into its true, amorphous form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn 't transformed. It reverts to its true form if it dies., The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic is also grappled by it (escape DC 13). Ability checks made to escape this grapple have disadvantage., While the mimic remains motionless, it is indistinguishable from an ordinary object., The mimic has advantage on attack rolls against any creature grappled by it.","Pseudopod, Bite"
minotaur,Minotaur,,Large,monstrosity,,chaotic evil,14,76,9d10,9d10+27,40 ft.,18,11,16,6,16,9,Skill: Perception,"","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 17}",Abyssal,3,2,700,"If the minotaur moves at least 10 ft. straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 ft. away and knocked prone., The minotaur can perfectly recall any path it has traveled., At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn.","Greataxe, Gore"
minotaur-skeleton,Minotaur Skeleton,,Large,undead,,lawful evil,12,67,9d10,9d10+18,40 ft.,18,11,15,6,8,5,"",bludgeoning,"",poison,"{""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 9}",understands Abyssal but can't speak,2,2,450,"If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.","Greataxe, Gore"
mule,Mule,,Medium,beast,,unaligned,10,11,2d8,2d8+2,40 ft.,14,10,13,2,10,5,"","","","","","{""passive_perception"" => 10}","",0.125,2,25,"The mule is considered to be a Large animal for the purpose of determining its carrying capacity., The mule has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.",Hooves
mummy,Mummy,,Medium,undead,,lawful evil,11,58,9d8,9d8+18,20 ft.,16,8,15,6,10,12,Saving Throw: WIS,fire,"bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}",the languages it knew in life,3,2,700,"Multiattack, Rotting Fist, Dreadful Glare"
mummy-lord,Mummy Lord,,Medium,undead,,lawful evil,17,97,13d8,13d8+39,20 ft.,18,10,17,11,18,16,"Saving Throw: CON, Saving Throw: INT, Saving Throw: WIS, Saving Throw: CHA, Skill: History, Skill: Religion",fire,"","necrotic, poison, bludgeoning, piercing, and slashing from nonmagical weapons","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",the languages it knew in life,15,5,13000,"The mummy lord has advantage on saving throws against spells and other magical effects., A destroyed mummy lord gains a new body in 24 hours if its heart is intact, regaining all its hit points and becoming active again. The new body appears within 5 feet of the mummy lord's heart., The mummy lord is a 10th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 17, +9 to hit with spell attacks). The mummy lord has the following cleric spells prepared:

- Cantrips (at will): sacred flame, thaumaturgy
- 1st level (4 slots): command, guiding bolt, shield of faith
- 2nd level (3 slots): hold person, silence, spiritual weapon
- 3rd level (3 slots): animate dead, dispel magic
- 4th level (3 slots): divination, guardian of faith
- 5th level (2 slots): contagion, insect plague
- 6th level (1 slot): harm","Multiattack, Rotting Fist, Dreadful Glare"
nalfeshnee,Nalfeshnee,,Large,fiend,demon,chaotic evil,18,184,16d10,16d10+96,20 ft.,21,10,22,19,12,15,"Saving Throw: CON, Saving Throw: INT, Saving Throw: WIS, Saving Throw: CHA","","cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons",poison,"{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""truesight"" => ""120 ft."", ""passive_perception"" => 11}","Abyssal, telepathy 120 ft.",13,5,10000,The nalfeshnee has advantage on saving throws against spells and other magical effects.,"Multiattack, Bite, Claw, Horror Nimbus, Teleport"
night-hag,Night Hag,,Medium,fiend,,neutral evil,17,112,15d8,15d8+45,30 ft.,18,15,16,16,14,16,"Skill: Deception, Skill: Insight, Skill: Perception, Skill: Stealth","","cold, fire, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}","{""darkvision"" => ""120 ft."", ""passive_perception"" => 16}","Abyssal, Common, Infernal, Primordial",5,3,1800,"The hag's innate spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). She can innately cast the following spells, requiring no material components:

At will: detect magic, magic missile
2/day each: plane shift (self only), ray of enfeeblement, sleep, The hag has advantage on saving throws against spells and other magical effects., A night hag carries two very rare magic items that she must craft for herself If either object is lost, the night hag will go to great lengths to retrieve it, as creating a new tool takes time and effort.
Heartstone: This lustrous black gem allows a night hag to become ethereal while it is in her possession. The touch of a heartstone also cures any disease. Crafting a heartstone takes 30 days.
Soul Bag: When an evil humanoid dies as a result of a night hag's Nightmare Haunting, the hag catches the soul in this black sack made of stitched flesh. A soul bag can hold only one evil soul at a time, and only the night hag who crafted the bag can catch a soul with it. Crafting a soul bag takes 7 days and a humanoid sacrifice (whose flesh is used to make the bag).","Claws (Hag Form Only), Change Shape, Etherealness, Nightmare Haunting"
nightmare,Nightmare,,Large,fiend,,neutral evil,13,68,8d10,8d10+24,60 ft.,18,15,16,10,13,15,"","","",fire,"","{""passive_perception"" => 11}","understands Abyssal, Common, and Infernal but can't speak",3,2,700,"The nightmare can grant resistance to fire damage to anyone riding it., The nightmare sheds bright light in a 10-foot radius and dim light for an additional 10 feet.","Hooves, Ethereal Stride"
noble,Noble,"**Nobles** wield great authority and influence as members of the upper class, possessing wealth and connections that can make them as powerful as monarchs and generals. A noble often travels in the company of guards, as well as servants who are commoners.

The noble’s statistics can also be used to represent **courtiers** who aren’t of noble birth.",Medium,humanoid,any race,any alignment,15,9,2d8,2d8,30 ft.,11,12,11,12,14,16,"Skill: Deception, Skill: Insight, Skill: Persuasion","","","","","{""passive_perception"" => 12}",any two languages,0.125,2,25,Rapier
ochre-jelly,Ochre Jelly,,Large,ooze,,unaligned,8,45,6d10,6d10+12,10 ft.,15,6,14,2,6,1,"","",acid,"lightning, slashing","{""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""prone"", ""name"" => ""Prone"", ""url"" => ""/api/2014/conditions/prone""}","{""blindsight"" => ""60 ft. (blind beyond this radius)"", ""passive_perception"" => 8}","",2,2,450,"The jelly can move through a space as narrow as 1 inch wide without squeezing., The jelly can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",Pseudopod
octopus,Octopus,,Small,beast,,unaligned,12,3,1d6,1d6,5 ft.,4,15,11,3,10,4,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""30 ft."", ""passive_perception"" => 12}","",0,2,10,"While out of water, the octopus can hold its breath for 30 minutes., The octopus has advantage on Dexterity (Stealth) checks made while underwater., The octopus can breathe only underwater.","Tentacles, Ink Cloud"
ogre,Ogre,,Large,giant,,chaotic evil,11,59,7d10,7d10+21,40 ft.,19,8,16,5,7,7,"","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 8}","Common, Giant",2,2,450,"Greatclub, Javelin"
ogre-zombie,Ogre Zombie,,Large,undead,,neutral evil,8,85,9d10,9d10+36,30 ft.,19,6,18,3,6,5,Saving Throw: WIS,"","",poison,"{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""60 ft."", ""passive_perception"" => 8}",understands Common and Giant but can't speak,2,2,450,"If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5+the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.",Morningstar
oni,Oni,,Large,giant,,lawful evil,16,110,13d10,13d10+39,30 ft.,19,11,16,14,12,15,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Arcana, Skill: Deception, Skill: Perception","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 14}","Common, Giant",7,3,2900,"The oni's innate spellcasting ability is Charisma (spell save DC 13). The oni can innately cast the following spells, requiring no material components:

At will: darkness, invisibility
1/day each: charm person, cone of cold, gaseous form, sleep, The oni's weapon attacks are magical., The oni regains 10 hit points at the start of its turn if it has at least 1 hit point.","Multiattack, Claw (Oni Form Only), Glaive, Change Shape"
orc,Orc,,Medium,humanoid,orc,chaotic evil,13,15,2d8,2d8+6,30 ft.,16,12,16,7,11,10,Skill: Intimidation,"","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}","Common, Orc",0.5,2,100,"As a bonus action, the orc can move up to its speed toward a hostile creature that it can see.","Greataxe, Javelin"
otyugh,Otyugh,,Large,aberration,,neutral,14,114,12d10,12d10+48,30 ft.,16,11,19,6,13,6,Saving Throw: CON,"","","","","{""darkvision"" => ""120 ft."", ""passive_perception"" => 11}",Otyugh,5,3,1800,The otyugh can magically transmit simple messages and images to any creature within 120 ft. of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.,"Multiattack, Bite, Tentacle, Tentacle Slam"
owl,Owl,,Tiny,beast,,unaligned,11,1,1d4,1d4-1,5 ft.,3,13,8,2,12,7,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""120 ft."", ""passive_perception"" => 13}","",0,2,10,"The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach., The owl has advantage on Wisdom (Perception) checks that rely on hearing or sight.",Talons
owlbear,Owlbear,,Large,monstrosity,,unaligned,13,59,7d10,7d10+21,40 ft.,20,12,17,3,12,7,Skill: Perception,"","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 13}","",3,2,700,The owlbear has advantage on Wisdom (Perception) checks that rely on sight or smell.,"Multiattack, Beak, Claws"
panther,Panther,,Medium,beast,,unaligned,12,13,3d8,3d8,50 ft.,14,15,10,3,14,7,"Skill: Perception, Skill: Stealth","","","","","{""passive_perception"" => 14}","",0.25,2,50,"The panther has advantage on Wisdom (Perception) checks that rely on smell., If the panther moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the panther can make one bite attack against it as a bonus action.","Bite, Claw"
pegasus,Pegasus,,Large,celestial,,chaotic good,12,59,7d10,7d10+21,60 ft.,18,15,16,10,15,13,"Saving Throw: DEX, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception","","","","","{""passive_perception"" => 16}","understands Celestial, Common, Elvish, and Sylvan but can't speak",2,2,450,Hooves
phase-spider,Phase Spider,A phase spider possesses the magical ability to phase in and out of the Ethereal Plane. It seems to appear out of nowhere and quickly vanishes after attacking. Its movement on the Ethereal Plane before coming back to the Material Plane makes it seem like it can teleport.,Large,monstrosity,,unaligned,13,32,5d10,5d10+5,30 ft.,15,15,12,6,10,6,Skill: Stealth,"","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 10}","",3,2,700,"As a bonus action, the spider can magically shift from the Material Plane to the Ethereal Plane, or vice versa., The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check., The spider ignores movement restrictions caused by webbing.",Bite
pit-fiend,Pit Fiend,,Large,fiend,devil,lawful evil,19,300,24d10,24d10+168,30 ft.,26,14,24,22,18,24,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS","","cold, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison","{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""truesight"" => ""120 ft."", ""passive_perception"" => 14}","Infernal, telepathy 120 ft.",20,6,25000,"Any creature hostile to the pit fiend that starts its turn within 20 feet of the pit fiend must make a DC 21 Wisdom saving throw, unless the pit fiend is incapacitated. On a failed save, the creature is frightened until the start of its next turn. If a creature's saving throw is successful, the creature is immune to the pit fiend's Fear Aura for the next 24 hours., The pit fiend has advantage on saving throws against spells and other magical effects., The pit fiend's weapon attacks are magical., The pit fiend's spellcasting ability is Charisma (spell save DC 21). The pit fiend can innately cast the following spells, requiring no material components:
At will: detect magic, fireball
3/day each: hold monster, wall of fire","Multiattack, Bite, Claw, Mace, Tail"
planetar,Planetar,,Large,celestial,,lawful good,19,200,16d10,16d10+112,40 ft.,24,20,24,19,22,25,"Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception","","radiant, bludgeoning, piercing, and slashing from nonmagical weapons","","{""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""exhaustion"", ""name"" => ""Exhaustion"", ""url"" => ""/api/2014/conditions/exhaustion""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}","{""truesight"" => ""120 ft."", ""passive_perception"" => 21}","all, telepathy 120 ft.",16,5,15000,"The planetar's weapon attacks are magical. When the planetar hits with any weapon, the weapon deals an extra 5d8 radiant damage (included in the attack)., The planetar knows if it hears a lie., The planetar's spellcasting ability is Charisma (spell save DC 20). The planetar can innately cast the following spells, requiring no material components:
At will: detect evil and good, invisibility (self only)
3/day each: blade barrier, dispel evil and good, flame strike, raise dead
1/day each: commune, control weather, insect plague, The planetar has advantage on saving throws against spells and other magical effects.","Multiattack, Greatsword, Healing Touch"
plesiosaurus,Plesiosaurus,,Large,beast,,unaligned,13,68,8d10,8d10+24,20 ft.,18,15,16,2,12,5,"Skill: Perception, Skill: Stealth","","","","","{""passive_perception"" => 13}","",2,2,450,The plesiosaurus can hold its breath for 1 hour.,Bite
poisonous-snake,Poisonous Snake,,Tiny,beast,,unaligned,13,2,1d4,1d4,30 ft.,2,16,11,1,10,3,"","","","","","{""blindsight"" => ""10 ft."", ""passive_perception"" => 10}","",0.125,2,25,Bite
polar-bear,Polar Bear,,Large,beast,,unaligned,12,42,5d10,5d10+15,40 ft.,20,10,16,2,13,7,Skill: Perception,"","","","","{""passive_perception"" => 13}","",2,2,450,The bear has advantage on Wisdom (Perception) checks that rely on smell.,"Multiattack, Bite, Claws"
pony,Pony,,Medium,beast,,unaligned,10,11,2d8,2d8+2,40 ft.,15,10,13,2,11,7,"","","","","","{""passive_perception"" => 10}","",0.125,2,25,Hooves
priest,Priest,"Priests bring the teachings of their gods to the common folk. They are the spiritual leaders of temples and shrines and often hold positions of influence in their communities. Evil priests might work openly under a tyrant, or they might be the leaders of religious sects hidden in the shadows of good society, overseeing depraved rites.

A priest typically has one or more acolytes to help with religious ceremonies and other sacred duties.",Medium,humanoid,any race,any alignment,13,27,5d8,5d8+5,25 ft.,10,10,12,13,16,13,"Skill: Medicine, Skill: Persuasion, Skill: Religion","","","","","{""passive_perception"" => 13}",any two languages,2,2,450,"As a bonus action, the priest can expend a spell slot to cause its melee weapon attacks to magically deal an extra 10 (3d6) radiant damage to a target on a hit. This benefit lasts until the end of the turn. If the priest expends a spell slot of 2nd level or higher, the extra damage increases by 1d6 for each level above 1st., The priest is a 5th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 13, +5 to hit with spell attacks). The priest has the following cleric spells prepared:

- Cantrips (at will): light, sacred flame, thaumaturgy
- 1st level (4 slots): cure wounds, guiding bolt, sanctuary
- 2nd level (3 slots): lesser restoration, spiritual weapon
- 3rd level (2 slots): dispel magic, spirit guardians",Mace
pseudodragon,Pseudodragon,,Tiny,dragon,,neutral good,13,7,2d4,2d4+2,15 ft.,6,15,13,10,12,10,"Skill: Perception, Skill: Stealth","","","","","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 13}",understands Common and Draconic but can't speak,0.25,2,50,"The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell., The pseudodragon has advantage on saving throws against spells and other magical effects., The pseudodragon can magically communicate simple ideas, emotions, and images telepathically with any creature within 100 ft. of it that can understand a language.","Bite, Sting"
purple-worm,Purple Worm,,Gargantuan,monstrosity,,unaligned,18,247,15d20,15d20+90,50 ft.,28,7,22,1,8,4,"Saving Throw: CON, Saving Throw: WIS","","","","","{""blindsight"" => ""30 ft."", ""tremorsense"" => ""60 ft."", ""passive_perception"" => 9}","",15,5,13000,The worm can burrow through solid rock at half its burrow speed and leaves a 10-foot-diameter tunnel in its wake.,"Multiattack, Bite, Tail Stinger"
quasit,Quasit,,Tiny,fiend,demon,chaotic evil,13,7,3d4,3d4,40 ft.,5,17,10,7,10,10,Skill: Stealth,"","cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons",poison,"{""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""darkvision"" => ""120 ft."", ""passive_perception"" => 10}","Abyssal, Common",1,2,200,"The quasit can use its action to polymorph into a beast form that resembles a bat (speed 10 ft. fly 40 ft.), a centipede (40 ft., climb 40 ft.), or a toad (40 ft., swim 40 ft.), or back into its true form . Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn't transformed . It reverts to its true form if it dies., The quasit has advantage on saving throws against spells and other magical effects.","Claw (Bite in Beast Form), Scare, Invisibility"
quipper,Quipper,"A quipper is a carnivorous fish with sharp teeth. Quippers can adapt to any aquatic environment, including cold subterranean lakes. They frequently gather in swarms; the statistics for a swarm of quippers appear later in this appendix.",Tiny,beast,,unaligned,13,1,1d4,1d4-1,,2,16,9,1,7,2,"","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 8}","",0,2,10,"The quipper has advantage on melee attack rolls against any creature that doesn't have all its hit points., The quipper can breathe only underwater.",Bite
rakshasa,Rakshasa,,Medium,fiend,,lawful evil,16,110,13d8,13d8+52,40 ft.,14,17,18,13,16,20,"Skill: Deception, Skill: Insight",piercing from magic weapons wielded by good creatures,"","bludgeoning, piercing, and slashing from nonmagical weapons","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 13}","Common, Infernal",13,5,10000,"The rakshasa can't be affected or detected by spells of 6th level or lower unless it wishes to be. It has advantage on saving throws against all other spells and magical effects., The rakshasa's innate spellcasting ability is Charisma (spell save DC 18, +10 to hit with spell attacks). The rakshasa can innately cast the following spells, requiring no material components:

At will: detect thoughts, disguise self, mage hand, minor illusion
3/day each: charm person, detect magic, invisibility, major image, suggestion
1/day each: dominate person, fly, plane shift, true seeing","Multiattack, Claw"
rat,Rat,,Tiny,beast,,unaligned,10,1,1d4,1d4-1,20 ft.,2,11,9,2,10,4,"","","","","","{""darkvision"" => ""30 ft."", ""passive_perception"" => 10}","",0,2,10,The rat has advantage on Wisdom (Perception) checks that rely on smell.,Bite
raven,Raven,,Tiny,beast,,unaligned,12,1,1d4,1d4-1,10 ft.,2,14,8,2,12,6,Skill: Perception,"","","","","{""passive_perception"" => 13}","",0,2,10,"The raven can mimic simple sounds it has heard, such as a person whispering, a baby crying, or an animal chittering. A creature that hears the sounds can tell they are imitations with a successful DC 10 Wisdom (Insight) check.",Beak
red-dragon-wyrmling,Red Dragon Wyrmling,,Medium,dragon,,chaotic evil,17,75,10d8,10d8+30,30 ft.,19,10,17,12,11,15,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception, Skill: Stealth","","",fire,"","{""blindsight"" => ""10 ft."", ""darkvision"" => ""60 ft."", ""passive_perception"" => 14}",Draconic,4,2,1100,"Bite, Fire Breath"
reef-shark,Reef Shark,"Smaller than giant sharks and hunter sharks, reef sharks inhabit shallow waters and coral reefs, gathering in small packs to hunt. A full-grown specimen measures 6 to 10 feet long.",Medium,beast,,unaligned,12,22,4d8,4d8+4,,14,13,13,1,10,4,Skill: Perception,"","","","","{""blindsight"" => ""30 ft."", ""passive_perception"" => 12}","",0.5,2,100,"The shark has advantage on an attack roll against a creature if at least one of the shark's allies is within 5 ft. of the creature and the ally isn't incapacitated., The shark can breathe only underwater.",Bite
remorhaz,Remorhaz,,Huge,monstrosity,,unaligned,17,195,17d12,17d12+85,30 ft.,24,13,21,4,10,5,"","","","cold, fire","","{""darkvision"" => ""60 ft."", ""tremorsense"" => ""60 ft."", ""passive_perception"" => 10}","",11,4,7200,A creature that touches the remorhaz or hits it with a melee attack while within 5 feet of it takes 10 (3d6) fire damage.,"Bite, Swallow"
rhinoceros,Rhinoceros,,Large,beast,,unaligned,11,45,6d10,6d10+12,40 ft.,21,8,15,2,12,6,"","","","","","{""passive_perception"" => 11}","",2,2,450,"If the rhinoceros moves at least 20 ft. straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.",Gore
riding-horse,Riding Horse,,Large,beast,,unaligned,10,13,2d10,2d10+2,60 ft.,16,10,12,2,11,7,"","","","","","{""passive_perception"" => 10}","",0.25,2,25,Hooves
roc,Roc,,Gargantuan,monstrosity,,unaligned,15,248,16d20,16d20+80,20 ft.,28,10,20,3,10,9,"Saving Throw: DEX, Saving Throw: CON, Saving Throw: WIS, Saving Throw: CHA, Skill: Perception","","","","","{""passive_perception"" => 14}","",11,4,7200,The roc has advantage on Wisdom (Perception) checks that rely on sight.,"Multiattack, Beak, Talons"
roper,Roper,,Large,monstrosity,,neutral evil,20,93,11d10,11d10+33,10 ft.,18,8,17,7,16,6,"Skill: Perception, Skill: Stealth","","","","","{""darkvision"" => ""60 ft."", ""passive_perception"" => 16}","",5,3,1800,"While the roper remains motionless, it is indistinguishable from a normal cave formation, such as a stalagmite., The roper can have up to six tendrils at a time. Each tendril can be attacked (AC 20; 10 hit points; immunity to poison and psychic damage). Destroying a tendril deals no damage to the roper, which can extrude a replacement tendril on its next turn. A tendril can also be broken if a creature takes an action and succeeds on a DC 15 Strength check against it., The roper can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.","Multiattack, Bite, Tendril, Reel"
rug-of-smothering,Rug of Smothering,,Large,construct,,unaligned,12,33,6d10,6d10,10 ft.,17,14,10,1,3,1,"","","","poison, psychic","{""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""charmed"", ""name"" => ""Charmed"", ""url"" => ""/api/2014/conditions/charmed""}, {""index"" => ""blinded"", ""name"" => ""Blinded"", ""url"" => ""/api/2014/conditions/blinded""}, {""index"" => ""frightened"", ""name"" => ""Frightened"", ""url"" => ""/api/2014/conditions/frightened""}, {""index"" => ""paralyzed"", ""name"" => ""Paralyzed"", ""url"" => ""/api/2014/conditions/paralyzed""}, {""index"" => ""petrified"", ""name"" => ""Petrified"", ""url"" => ""/api/2014/conditions/petrified""}, {""index"" => ""poisoned"", ""name"" => ""Poisoned"", ""url"" => ""/api/2014/conditions/poisoned""}","{""blindsight"" => ""60 ft. (blind beyond this radius)"", ""passive_perception"" => 6}","",2,2,450,"The rug is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the rug must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute., While it is grappling a creature, the rug takes only half the damage dealt to it, and the creature grappled by the rug takes the other half., While the rug remains motionless, it is indistinguishable from a normal rug.",Smother
